Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
CELC;1253241;USD;2017;FY;2017-12-31;2018-02-09;2019-03-01;7460640;7460640;-6251730;104704;1300953;-101909;;;;;-4947982;-239848;-28737135;;-28976983;;7493330;24111702;30708406;-3216559
CELC;1253241;USD;2018;FY;2018-12-31;2019-03-01;2020-03-13;10124544;10124544;-7480815;223037;1257940;-76431;;;;;-6076269;-625608;19720000;;19094392;;-3324;325491;236697;13254820
CELC;1253241;USD;2019;FY;2019-12-31;2020-03-13;2021-02-16;10226041;10226041;-7359364;338996;1083896;-62239;;;;;-5998711;-380201;8910000;;8529799;;-5730;266335;259305;2790393
CELC;1253241;USD;2020;FY;2020-12-31;2021-02-16;2022-03-23;10266884;10266884;-9474175;385591;1763879;179016;;;;;-7145689;-89371;;;-89371;;-5769;60303;137969;-7097091
CELG;410976;USD;2016;FY;2016-12-31;2017-02-10;2018-02-07;777200000;803300000;1999000000;505000000;917000000;744000000;;;;;4165000000;-236000000;-765000000;0;-1002000000;;0;-2160000000;-1834000000;1290000000
CELG;410976;USD;2017;FY;2017-12-31;2018-02-07;2019-02-26;779200000;808700000;2940000000;471000000;-336000000;2171000000;;;;;5246000000;-279000000;-2585000000;0;-2891000000;;1564000000;-3833000000;-1584000000;843000000
CELG;410976;USD;2018;FY;2018-12-31;2019-03-01;2019-03-01;716300000;733800000;4046000000;635000000;1020000000;-530000000;;;;;5171000000;-330000000;2560000000;-8648000000;-6418000000;;4452000000;-6096000000;-1540000000;-2779000000
CELH;986557;USD;2016;FY;2016-12-31;2017-02-09;2018-03-08;38568088;38568088;-3067615;16951;1572950;-885698;;;;;-2363412;-23070;;;-23070;;;4005300;4005300;1618818
CELH;986557;USD;2017;FY;2017-12-31;2018-03-08;2019-03-14;44419162;44419162;-8240583;20425;2569042;-2767009;;;;;-8418125;-49534;;;-49534;;0;10946523;10946523;2439486
CELH;986557;USD;2018;FY;2018-12-31;2019-03-14;2020-03-12;50050696;50050696;-11206648;72162;4950445;-5462379;;;;;-11646420;-110417;;0;-110417;;5000000;301013;5301013;-6443443
CELH;986557;USD;2019;FY;2019-12-31;2020-03-12;2021-03-11;60761995;64183399;9971260;893413;-7187909;-2642776;;;;;1033988;-77974;;-14188056;-14266030;;1473514;27179520;28653034;15347501
CELH;986557;USD;2020;FY;2020-12-31;2021-03-11;2022-03-16;70195085;74443601;8523849;1611566;6869636;-13609967;;;;;3395084;-573751;;;757260;;-9881739;26019107;15571488;20157339
CENT;239618;USD;2016;FY;2016-09-30;2016-12-02;2018-11-28;48964000;51075000;45585000;40001000;28490000;37350000;;;;;151426000;-23711000;;-69001000;-91195000;;-307000;-10549000;-14165000;45398000
CENT;239618;USD;2017;FY;2017-09-30;2017-11-29;2018-11-28;50230000;51820000;79730000;42719000;5333000;-13473000;;;;;114309000;-36112000;;-116375000;-164577000;;-463000;-27556000;-10392000;-60585000
CENT;239618;USD;2018;FY;2018-09-30;2018-11-28;2020-11-24;51716000;53341000;124120000;47199000;10630000;-67837000;;;;;114112000;-37845000;-9048000;-91244000;-140882000;;299569000;181834000;474783000;447963000
CENT;239618;USD;2019;FY;2019-09-30;2019-11-27;2021-11-23;56770000;57611000;92647000;50828000;23313000;38186000;;;;;204974000;-31577000;-2010000;-41161000;-76263000;;-46193000;-62974000;-110765000;17696000
CENT;239618;USD;2020;FY;2020-09-30;2020-11-24;2021-11-23;54008000;54738000;121520000;55359000;58677000;28717000;;;;;264273000;-43055000;-4439000;;-48106000;;-113000;-59129000;-60560000;155696000
CENX;1334621;USD;2016;FY;2016-12-31;2017-03-14;2019-02-28;87064000;87064000;-252400000;84800000;157100000;48700000;;;;;38200000;-20900000;;;-20900000;;0;;0;17300000
CENX;1334621;USD;2017;FY;2017-12-31;2018-02-28;2020-02-27;87295000;88020000;48600000;84200000;-20600000;-60700000;;;;;51500000;-17400000;;;-17400000;;0;400000;400000;34500000
CENX;1334621;USD;2018;FY;2018-12-31;2019-02-28;2021-03-04;88100000;88100000;-66200000;90100000;12300000;-105300000;;;;;-69100000;-82900000;;;-82900000;;23300000;400000;23700000;-128300000
CENX;1334621;USD;2019;FY;2019-12-31;2020-02-27;2021-03-04;89300000;89300000;-80800000;83200000;5800000;9500000;;;;;17700000;-59600000;;;-38800000;;20800000;300000;21100000;0
CENX;1334621;USD;2020;FY;2020-12-31;2021-03-04;2021-03-04;90100000;90100000;-123300000;83000000;60800000;22400000;;;;;42900000;-11800000;;;-11800000;;14800000;;13500000;44600000
CERN;259186;USD;2016;FY;2016-12-31;2017-02-10;2018-02-12;337740000;343653000;636484000;504236000;141277000;-36360000;;;;;1245637000;-477899000;-18179000;0;-789774000;;0;-636481000;-676677000;-231261000
CERN;259186;USD;2017;FY;2017-12-31;2018-02-12;2018-02-12;331373000;337999000;866978000;580723000;97592000;-237618000;;;;;1307675000;-391729000;-339974000;0;-1005851000;;0;-96729000;-110984000;200062000
CERN;259186;USD;2018;FY;2018-12-31;2019-02-08;2021-02-19;330084000;333572000;630059000;642591000;129851000;51508000;;;;;1454009000;-483747000;-71497000;;-828937000;;-75000000;-531778000;-609787000;3203000
CERN;259186;USD;2019;FY;2019-12-31;2020-02-10;2022-02-22;318229000;321235000;529454000;687966000;125145000;-29466000;;;;;1313099000;-507105000;215107000;-74539000;-640408000;-113823000;600000000;-1062506000;-601380000;67717000
CERN;259186;USD;2020;FY;2020-12-31;2021-02-19;2022-02-22;306669000;309136000;780088000;697423000;-141406000;100600000;;;;;1436705000;-322224000;-363387000;179651000;-801237000;-221461000;297500000;-503345000;-461497000;173772000
CERS;1253026;USD;2016;FY;2016-12-31;2017-03-08;2019-02-27;101826000;101826000;-62906000;1817000;8510000;-950000;;;;;-53529000;-563000;-19361000;;-19924000;;-622000;22121000;24567000;-48886000
CERS;1253026;USD;2017;FY;2017-12-31;2018-03-08;2020-02-21;108221000;108221000;-60585000;1811000;10265000;-3726000;;;;;-52235000;-353000;774000;;421000;;10375000;30197000;43000000;-8814000
CERS;1253026;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;131663000;131663000;-57564000;1445000;11647000;13226000;;;;;-31246000;-1144000;-42704000;;-43848000;;-133000;85036000;92751000;17657000
CERS;1253026;USD;2019;FY;2019-12-31;2020-02-21;2022-02-22;139831000;139831000;-71244000;2403000;15646000;-12304000;;;;;-65499000;-8935000;37120000;;31395000;;13346000;26931000;40277000;5834000
CERS;1253026;USD;2020;FY;2020-12-31;2021-02-25;2022-02-22;163949000;163949000;-59857000;3109000;19141000;-4204000;;;;;-41811000;-1615000;-47943000;;-37808000;;3499000;76534000;80033000;1482000
CETX;178699;USD;2016;FY;2016-09-30;2017-09-07;2018-09-07;1055203;1064347;4994045;2296010;2583213;-1978057;;;;;7895211;-663834;;-16482882;-17146716;0;13810289;;13810289;4558784
CETX;178699;USD;2017;FY;2017-09-30;2018-09-07;2019-01-11;1251672;1271967;4389915;3141610;-1124371;-5477296;;;;;929858;-5612034;;;-5612034;-528637;-2292442;;9912948;5230772
CETX;178699;USD;2018;FY;2018-09-30;2019-01-28;2019-01-28;1404533;1404533;-9240409;4181120;32537;1630441;;;;;-3396311;-11613345;;;-11613345;0;3848339;;5350839;-9658817
CETX;178699;USD;2019;FY;2019-09-30;2020-01-28;2021-01-05;2267501;2267501;-11302753;3013986;1799039;2918112;;;;;3935474;14000;-398291;;6839770;;-2094461;;-11857347;-1082103
CETX;178699;USD;2020;FY;2020-09-30;2021-01-05;2022-01-21;9611516;9611516;-9430070;1865726;6711106;-2494608;;;;;-3786202;-1566014;-527711;;1206564;;9886229;-338775;20772118;18192480
CEVA;1335016;USD;2016;FY;2016-12-31;2017-03-10;2019-03-04;20850000;21565000;13100000;2635000;6771000;-8047000;;;;;14459000;-2387000;-14761000;;-21030000;;;6198000;6198000;-508000
CEVA;1335016;USD;2017;FY;2017-12-31;2018-03-01;2020-02-28;21771000;22561000;17028000;3250000;9830000;-5639000;;;;;24469000;-4135000;-22074000;;-28786000;;;7487000;7487000;3338000
CEVA;1335016;USD;2018;FY;2018-12-31;2019-03-04;2021-03-01;22034000;22503000;574000;4157000;10045000;-6164000;;;;;8612000;-5279000;3810000;;9827000;;;-17759000;-17759000;521000
CEVA;1335016;USD;2019;FY;2019-12-31;2020-02-28;2022-03-01;21936000;21936000;28000;5269000;7955000;-3578000;;;;;9674000;-10825000;13293000;-11000000;-2443000;;;-6676000;-6676000;543000
CEVA;1335016;USD;2020;FY;2020-12-31;2021-03-01;2022-03-01;22059000;22059000;-2379000;5821000;13160000;-1439000;;;;;15163000;-2935000;-23783000;;-15218000;;;-1909000;-2113000;-1660000
CF;119051;USD;2016;FY;2016-12-31;2017-02-23;2018-02-22;233100000;233100000;-158000000;678000000;900000000;-803000000;18000000;-7000000;-18000000;-796000000;617000000;-2197000000;;0;-2177000000;-280000000;74000000;0;2439000000;878000000
CF;119051;USD;2017;FY;2017-12-31;2018-02-22;2019-02-22;233500000;233900000;450000000;883000000;-541000000;839000000;-57000000;40000000;-1000000;857000000;1631000000;-453000000;;16000000;-413000000;-280000000;-1148000000;1000000;-1564000000;-334000000
CF;119051;USD;2018;FY;2018-12-31;2019-02-22;2021-02-24;232600000;233800000;428000000;888000000;54000000;127000000;68000000;-52000000;44000000;67000000;1497000000;-386000000;;;-375000000;-280000000;;-455000000;-1270000000;-153000000
CF;119051;USD;2019;FY;2019-12-31;2020-02-24;2022-02-24;220200000;221600000;646000000;875000000;178000000;-194000000;-6000000;-26000000;-72000000;-90000000;1505000000;-319000000;;;-319000000;-265000000;-769000000;-351000000;-1583000000;-395000000
CF;119051;USD;2020;FY;2020-12-31;2021-02-24;2022-02-24;214900000;215200000;432000000;892000000;-38000000;-55000000;-19000000;27000000;-15000000;-48000000;1231000000;-305000000;;;-299000000;-258000000;0;-95000000;-542000000;396000000
CFLT;1334959;USD;2020;FY;2020-12-31;2021-02-05;2022-02-24;;;-229828000;1567000;171950000;-25746000;;;;-25746000;-82057000;-1040000;-172209000;;-176859000;;259815000;17054000;276758000;17835000
CFMS;613117;USD;2016;FY;2016-12-31;2017-03-08;2017-03-08;41521629;41521629;-57588000;3153000;5973000;-670000;;;;;-49132000;-7161000;37050000;;-35425000;;-485000;4087000;3602000;-79928000
CFMS;613117;USD;2017;FY;2017-12-31;2018-03-09;2018-03-09;43343459;43343459;-53580000;3669000;7485000;4570000;;;;;-37856000;-5233000;32125000;-5780000;-10041000;;30000000;3131000;32697000;-18909000
CFMS;613117;USD;2018;FY;2018-12-31;2019-03-13;2019-03-13;58886333;58886333;-43365000;4122000;13044000;-783000;;;;;-26982000;-4059000;47115000;0;15626000;;-15000000;22880000;7655000;-1968000
CFMS;613117;USD;2019;FY;2019-12-31;2020-03-03;2021-03-04;64122455;64122455;-28478000;4237000;6068000;15335000;;;;;-2838000;-2926000;7250000;;4324000;;5000000;5183000;8527000;10014000
CFMS;613117;USD;2020;FY;2020-12-31;2021-03-04;2022-03-02;71699615;71699615;-24293000;4366000;2134000;-517000;;;;;-18310000;-3249000;;;-3249000;;4720000;19046000;23757000;2279000
CFX;1067476;USD;2016;FY;2016-12-31;2017-02-14;2019-02-21;122911581;123198726;145191000;137176000;28175000;-63568000;;;;;246974000;-56002000;;-25992000;-81994000;;-118782000;-18606000;-145218000;24261000
CFX;1067476;USD;2017;FY;2017-12-31;2018-02-16;2020-02-24;123229806;123996201;169507000;132203000;-50814000;-32126000;;;;;218770000;-47541000;;143544000;89876000;;-277379000;6944000;-280447000;40289000
CFX;1067476;USD;2018;FY;2018-12-31;2019-02-21;2021-02-18;120288297;120795056;154473000;141877000;-36651000;-33332000;;;;;226367000;-34817000;;-272514000;-167851000;;158238000;-195301000;-47153000;-17000000
CFX;1067476;USD;2019;FY;2019-12-31;2020-02-24;2022-02-22;135716944;136666886;-517146000;236026000;543525000;-131457000;;;;;130948000;-117621000;;-1515136000;-1632757000;;1108781000;11879000;1369494000;-135387000
CFX;1067476;USD;2020;FY;2020-12-31;2021-02-18;2022-02-22;136766124;138910428;45771000;246229000;4941000;4994000;;;;;301935000;-105233000;;-69846000;-175079000;;-118316000;3500000;-131651000;-8563000
CGA;532888;USD;2016;FY;2016-06-30;2016-10-07;2018-04-13;3057408;3057408;24704193;40311189;4236659;-34893386;;;;;34358655;-19192;;708737;689545;;-17102600;;-17102600;9913922
CGA;532888;USD;2017;FY;2017-06-30;2017-10-11;2018-10-19;3173149;3173149;24700546;17275512;10615554;-30495705;;;;;21713964;-42283;;-127978;-5813506;;3393065;;3393065;20154063
CGA;532888;USD;2018;FY;2018-06-30;2018-10-19;2018-10-19;3218026;3218026;-6971619;6200506;16624966;12294637;;;;;28137538;-41114;;0;-63746;;-2854475;;-2835464;27774102
CGA;532888;USD;2019;FY;2019-06-30;2019-10-15;2020-12-07;3388529;3388529;11590395;4920779;10407032;-98329054;;;;;-71410848;-63610;;;-47395;;-917280;8270000;7761950;-78545835
CGA;532888;USD;2020;FY;2020-06-30;2020-12-07;2021-10-13;5619788;5619788;-136752136;4698482;158675589;-92818419;;;;;-66196484;-97483;;;-97483;;-1100735;10252000;9751265;-60325026
CGNX;710555;USD;2016;FY;2016-12-31;2017-02-16;2019-02-14;170676000;174144000;143694000;15069000;19227000;4091000;;;;;182081000;-12816000;-94618000;-14285000;-121832000;-25213000;;-3681000;-29231000;27666000
CGNX;710555;USD;2017;FY;2017-12-31;2018-02-15;2019-02-14;173287000;179551000;176712000;16991000;31759000;-1139000;;;;;224323000;-28754000;-52392000;-24118000;-105555000;-29037000;;-69158000;-100121000;26941000
CGNX;710555;USD;2018;FY;2018-12-31;2019-02-14;2021-02-11;172333000;177406000;219267000;21549000;43679000;-61041000;;;;;223454000;-37095000;30533000;-4265000;-10827000;-31865000;;-177039000;-209904000;1630000
CGNX;710555;USD;2019;FY;2019-12-31;2020-02-13;2022-02-17;171194000;175269000;203865000;24900000;-47128000;71674000;;;;;253311000;-21745000;31320000;-166911000;-157336000;-35124000;;2891000;-32233000;63219000
CGNX;710555;USD;2020;FY;2020-12-31;2021-02-11;2022-02-17;173489000;176592000;176186000;26503000;71072000;-31361000;;;;;242400000;-13303000;181738000;1004000;169439000;-390508000;;74679000;-316868000;97642000
CGRN;51961;USD;2016;FY;2017-03-31;2017-06-13;2018-06-07;3207400;3207400;-25244000;1577000;9678000;-4557000;;;;;-18546000;-204000;;;-204000;;1561000;20188000;21749000;2999000
CGRN;51961;USD;2017;FY;2018-03-31;2018-06-07;2019-06-11;5133900;5133900;-10026000;1170000;4101000;-3886000;;;;;-8641000;-1752000;;;-1752000;;-3485000;13581000;10096000;-297000
CGRN;51961;USD;2018;FY;2019-03-31;2019-06-11;2020-06-29;6699400;6699400;-16659000;1261000;4198000;-6503000;;;;;-17703000;-3360000;;;-3360000;;20284000;11098000;31382000;10319000
CGRN;51961;USD;2019;FY;2020-03-31;2020-06-29;2021-06-14;8150000;8150000;-21898000;1616000;4113000;-3529000;;;;;-19698000;-4207000;;;-4207000;;-613000;9959000;9246000;-14659000
CGRN;51961;USD;2020;FY;2021-03-31;2021-06-14;2021-06-14;11280000;11280000;-18387000;1452000;12454000;6182000;;;;;1701000;-3209000;;;-3209000;;20142000;15905000;35973000;34465000
CHART;708868;USD;2017;FY;2017-12-31;2018-02-26;2020-02-28;427761460;427761460;-254000000;835000000;733000000;72000000;;;;;1386000000;-113000000;;-355000000;-727000000;;-191000000;;-201000000;458000000
CHART;708868;USD;2018;FY;2018-12-31;2019-02-28;2021-02-26;504954371;504954371;-56000000;1533000000;590000000;-596000000;;;;;1471000000;-522000000;;445000000;-101000000;;-2075000000;-763000000;-2723000000;-1353000000
CHART;708868;USD;2019;FY;2019-12-31;2020-02-28;2022-02-25;494146268;499935490;926000000;1876000000;-36000000;-30000000;;;;;2736000000;-510000000;;-880000000;-1717000000;-243000000;-141000000;-656000000;-1237000000;-218000000
CHART;708868;USD;2020;FY;2020-12-31;2021-02-26;2022-02-25;488668263;491090468;624000000;2048000000;737000000;-72000000;;;;;3337000000;-1070000000;;;-1572000000;-266000000;-1508000000;;-1796000000;-31000000
CHD;378113;USD;2016;FY;2016-12-31;2017-02-24;2017-02-24;257600000;262100000;459000000;107600000;14500000;74200000;;;;;655300000;-49800000;;-305300000;-354600000;-183000000;68900000;-349500000;-439600000;-142200000
CHD;378113;USD;2017;FY;2017-12-31;2018-02-23;2018-02-23;250600000;256100000;743400000;125400000;-188100000;800000;;;;;681500000;-45000000;;-1260000000;-1303400000;-190400000;1265500000;-357900000;698900000;91100000
CHD;378113;USD;2018;FY;2018-12-31;2019-02-21;2021-02-18;245500000;250700000;568600000;141100000;39900000;14000000;;;;;763600000;-60400000;;-49800000;-112100000;-213300000;-268800000;-123400000;-609000000;37800000
CHD;378113;USD;2019;FY;2019-12-31;2020-02-18;2022-02-17;246200000;252100000;615900000;176400000;40300000;31900000;;;;;864500000;-73700000;;-475000000;-553500000;-224100000;-49000000;-197200000;-472900000;-161000000
CHD;378113;USD;2020;FY;2020-12-31;2021-02-18;2022-02-17;246800000;252200000;785900000;189700000;-44600000;59300000;;;;;990300000;-91900000;;-512700000;-608100000;-237300000;99000000;-207000000;-360100000;27400000
CHDN;883031;USD;2016;FY;2016-12-31;2017-02-28;2019-02-27;49300000;50500000;108100000;108600000;26400000;-11700000;;;;;231400000;-29100000;;0;-50700000;-19100000;138700000;-36800000;-201900000;-21200000
CHDN;883031;USD;2017;FY;2017-12-31;2018-02-28;2019-02-27;47200000;48000000;140500000;97100000;13900000;-36400000;;;;;215100000;-116900000;;-24200000;-153600000;-21500000;214600000;-188800000;-59500000;2500000
CHDN;883031;USD;2018;FY;2018-12-31;2019-02-27;2021-02-24;41300000;41600000;352800000;63600000;-227800000;9200000;;;;;197800000;-149400000;;13100000;824100000;-23700000;-300700000;-531400000;-933300000;87800000
CHDN;883031;USD;2019;FY;2019-12-31;2020-02-26;2022-02-23;40100000;40600000;139600000;96400000;50200000;6300000;;;;;292500000;-131200000;;-648800000;-781200000;-22200000;596000000;-95000000;460800000;-30800000
CHDN;883031;USD;2020;FY;2020-12-31;2021-02-24;2022-02-23;39600000;40100000;13300000;92900000;83800000;-46800000;;;;;143200000;-234200000;;;-239400000;-23400000;159100000;-28400000;76000000;-21500000
CHE;115043;USD;2016;FY;2016-12-31;2017-02-27;2019-02-27;16383000;16789000;108743000;34638000;17190000;-25178000;;;;;135393000;-39772000;;;-39862000;-16439000;17500000;-102664000;-94948000;583000
CHE;115043;USD;2017;FY;2017-12-31;2018-02-26;2019-02-27;16057000;16742000;98177000;35625000;37904000;-9211000;;;;;162495000;-64300000;;-4725000;-67608000;-17371000;-7550000;-81771000;-99076000;-4189000
CHE;115043;USD;2018;FY;2018-12-31;2019-02-27;2021-02-26;16059000;16803000;205544000;38863000;25577000;17154000;;;;;287138000;-52872000;;-53177000;-105225000;-18662000;-12000000;-126472000;-188203000;-6290000
CHE;115043;USD;2019;FY;2019-12-31;2020-02-26;2022-02-28;15969000;16527000;219923000;45205000;28539000;7582000;;;;;301249000;-53022000;;-138010000;-190760000;-19788000;800000;-58251000;-109162000;1327000
CHE;115043;USD;2020;FY;2020-12-31;2021-02-26;2022-02-28;15955000;16398000;319466000;56583000;68811000;44429000;;;;;489289000;-58831000;;-3600000;-61560000;-21079000;-90000000;-125212000;-271212000;156517000
CHEF;350160;USD;2016;FY;2016-12-31;2017-03-10;2018-03-09;25919480;26029609;3023000;7082000;35812000;-7003000;;;;;38914000;-16073000;;-19742000;-35815000;;42329000;0;27235000;30408000
CHEF;350160;USD;2017;FY;2017-12-31;2018-03-09;2018-03-09;26118482;27424526;14366000;8516000;20209000;-11594000;;;;;31497000;-12311000;;-30095000;-42406000;;-12830000;34020000;19429000;8642000
CHEF;350160;USD;2018;FY;2018-12-31;2019-03-01;2021-02-23;28703265;29678919;20402000;10296000;27890000;-13506000;;;;;45082000;-19787000;;-13901000;-33688000;;-2260000;;-10442000;906000
CHEF;350160;USD;2019;FY;2019-12-31;2020-02-24;2022-02-22;29532342;30073338;24193000;25991000;21634000;-26811000;;;;;45007000;-16077000;;-28077000;-44154000;;103922000;1541000;96947000;97823000
CHEF;350160;USD;2020;FY;2020-12-31;2021-02-23;2022-02-22;33716157;33716157;-82903000;33276000;29233000;63275000;;;;;42881000;-7036000;;-60932000;-67968000;;-432000;85941000;78056000;53048000
CHGG;987221;USD;2016;FY;2016-12-31;2017-02-23;2019-02-25;90534000;90534000;-42245000;14520000;51624000;363000;;;;;24262000;-25575000;22041000;-27055000;-5963000;;0;2104000;-8675000;9624000
CHGG;987221;USD;2017;FY;2017-12-31;2018-02-26;2020-02-20;100022000;100022000;-20283000;19337000;34717000;17779000;;;;;51550000;-26142000;-102104000;-14931000;-136234000;;0;23659000;134214000;49530000
CHGG;987221;USD;2018;FY;2018-12-31;2019-02-25;2021-02-22;113251000;113251000;-14888000;22805000;62359000;4837000;;;;;75113000;-31223000;-6676000;-34650000;-82549000;;335618000;9116000;256418000;248982000
